txn_id,amount,date
TXN375331,16186.68,2026-08-19
TXN703771,49954.99,2026-08-21
TXN182703,73366.55,2026-08-17
TXN501742,95942.92,2026-08-20
TXN387216,43666.26,2026-08-21
TXN640381,40823.44,2026-08-17
TXN390534,23822.63,2026-08-14
TXN615133,34454.39,2026-08-24
TXN847571,97593.22,2026-08-15
TXN537925,98100.72,2026-08-21
TXN118046,95931.78,2026-08-22
TXN105833,45332.76,2026-08-27
TXN937927,85898.38,2026-08-22
TXN853635,38209.95,2026-08-22
TXN747617,23674.97,2026-08-17
TXN902009,85607.32,2026-08-23
TXN173380,21700.32,2026-08-14
TXN400075,97081.58,2026-08-14
TXN775117,42544.63,2026-08-26
TXN499363,92776.82,2026-08-25
TXN901602,79421.86,2026-08-28
TXN539663,94179.77,2026-08-26
TXN528369,26395.68,2026-08-28
TXN600599,2096.18,2026-08-26
TXN481732,7051.55,2026-08-21
TXN677087,64452.09,2026-08-21
TXN810358,15649.04,2026-08-28
TXN587825,71425.93,2026-08-25
TXN882776,65436.89,2026-08-16
TXN927952,77256.87,2026-08-25
TXN593787,17968.14,2026-08-15
TXN288765,76486.42,2026-08-15
TXN179658,82789.53,2026-08-22
TXN627759,85162.37,2026-08-25
TXN650320,58529.5,2026-08-15
TXN933147,90294.73,2026-08-17
TXN601631,63849.49,2026-08-15
TXN725021,29392.28,2026-08-15
TXN936377,62829.97,2026-08-22
TXN893579,1370.47,2026-08-25
TXN690718,99922.71,2026-08-28
TXN410252,22572.27,2026-08-24
TXN817569,58093.9,2026-08-25
TXN292631,39134.17,2026-08-14
TXN353398,22514.68,2026-08-14
TXN170067,65978.08,2026-08-17
TXN528014,21307.38,2026-08-27
TXN938552,13584.83,2026-08-23
TXN549564,44594.33,2026-08-23
TXN425374,6500.46,2026-08-26
TXN263955,83622.14,2026-08-23
TXN793867,70697.79,2026-08-17
TXN629911,33871.83,2026-08-24
TXN823879,93654.87,2026-08-21
TXN144783,65016.97,2026-08-21
TXN383552,52067.65,2026-08-28
TXN258868,40910.12,2026-08-26
TXN795198,41329.41,2026-08-19
TXN508067,43611.9,2026-08-19
TXN491421,97763.2,2026-08-24
TXN623924,29571.07,2026-08-16
TXN102099,33903.92,2026-08-15
TXN285006,4288.74,2026-08-24
TXN905628,7590.47,2026-08-16
TXN691754,11391.5,2026-08-23
TXN716688,49011.08,2026-08-24
TXN389503,93558.69,2026-08-18
TXN377394,72784.19,2026-08-17
TXN274881,27479.72,2026-08-18
TXN829998,9798.49,2026-08-23
TXN389826,9470.34,2026-08-20
TXN416881,56360.53,2026-08-16
