txn_id,amount,date
TXN906138,93245.58,2026-08-23
TXN264131,2095.23,2026-08-24
TXN160490,67366.45,2026-08-25
TXN659888,63288.82,2026-08-25
TXN648163,35283.15,2026-08-16
TXN678810,26060.08,2026-08-21
TXN962175,42158.81,2026-08-27
TXN689449,73204.25,2026-08-27
TXN682789,11353.43,2026-08-17
TXN337547,69788.27,2026-08-17
TXN154676,60805.83,2026-08-14
TXN152656,73272.59,2026-08-20
TXN405381,62614.95,2026-08-20
TXN854037,59872,2026-08-28
TXN308705,17253.66,2026-08-27
TXN516195,30694.28,2026-08-15
TXN306068,21320.49,2026-08-15
TXN290347,64251.08,2026-08-23
TXN672946,63183.14,2026-08-28
TXN509315,69765,2026-08-18
TXN772812,40975.57,2026-08-26
TXN460800,7998.11,2026-08-25
TXN779432,60027.6,2026-08-15
TXN127294,87334.91,2026-08-17
TXN742396,74875.02,2026-08-14
TXN453262,76153.51,2026-08-15
TXN990060,61563.58,2026-08-21
TXN439728,34888.38,2026-08-25
TXN324790,41424.43,2026-08-19
TXN850261,13100.04,2026-08-15
TXN749255,50421.23,2026-08-28
TXN541749,3219.25,2026-08-25
TXN477502,77896.14,2026-08-18
TXN680907,91052.89,2026-08-25
TXN213604,92274.96,2026-08-19
TXN558505,37541.99,2026-08-16
TXN401029,25893.33,2026-08-20
TXN607574,64287.81,2026-08-26
TXN712901,40198.67,2026-08-15
TXN629454,96133.33,2026-08-21
TXN344746,17755.32,2026-08-18
TXN550741,18833.38,2026-08-24
TXN413162,77618.62,2026-08-22
TXN220146,16781.71,2026-08-21
TXN701270,77052.85,2026-08-20
TXN457120,63868.69,2026-08-18
TXN116163,96378.81,2026-08-25
TXN853201,8723.92,2026-08-27
TXN663686,50547.14,2026-08-16
TXN579578,8268.46,2026-08-17
TXN876021,48155.8,2026-08-26
TXN796010,66418.46,2026-08-18
TXN655439,9680.97,2026-08-27
TXN577176,67758.78,2026-08-25
TXN105398,87806.99,2026-08-24
TXN825343,54154.04,2026-08-28
TXN445054,3011.77,2026-08-27
TXN728053,98681.55,2026-08-16
TXN588081,69025.05,2026-08-26
TXN686292,23270.24,2026-08-15
TXN724515,19320.32,2026-08-22
TXN539163,99958.98,2026-08-15
TXN225541,63334.32,2026-08-20
TXN478286,46486.63,2026-08-14
TXN369486,52566.48,2026-08-27
TXN556912,8162.69,2026-08-20
TXN622583,51496.95,2026-08-27
TXN965565,71612.08,2026-08-14
TXN953014,11416.46,2026-08-26
TXN619384,27595.75,2026-08-26
TXN299812,36358.91,2026-08-16
TXN446350,92924.82,2026-08-24
TXN911499,45137.94,2026-08-15
TXN375331,46484.08,2026-08-22
TXN703771,88527.03,2026-08-26
TXN182703,22725.43,2026-08-20
TXN501742,93032.66,2026-08-26
TXN387216,50713.99,2026-08-17
TXN640381,63680.18,2026-08-23
TXN390534,64672.45,2026-08-22
TXN615133,50323.47,2026-08-21
TXN847571,95263.39,2026-08-15
TXN537925,74444.54,2026-08-22
TXN118046,84668.73,2026-08-24
TXN105833,47649.64,2026-08-24
TXN937927,91538.43,2026-08-20
TXN853635,77204.89,2026-08-28
TXN747617,82606.59,2026-08-25
TXN902009,41625.88,2026-08-17
TXN173380,43831.91,2026-08-19
TXN400075,39727.98,2026-08-28
TXN775117,28239.74,2026-08-16
TXN499363,57819.14,2026-08-22
TXN901602,59455.73,2026-08-27
TXN539663,37192.23,2026-08-18
TXN528369,8357.65,2026-08-17
TXN600599,4011.36,2026-08-14
TXN481732,56981.91,2026-08-24
TXN677087,79907.41,2026-08-23
TXN810358,29237.82,2026-08-15
TXN587825,99996.47,2026-08-20
TXN882776,1822.31,2026-08-25
TXN927952,96642.54,2026-08-16
TXN593787,88040.81,2026-08-14
TXN288765,60751.24,2026-08-26
TXN179658,45868.42,2026-08-28
TXN627759,99635.31,2026-08-23
TXN650320,22218.55,2026-08-16
TXN933147,82470.83,2026-08-27
TXN601631,98481.65,2026-08-22
TXN725021,8141.24,2026-08-26
TXN936377,67527.45,2026-08-27
TXN893579,36639.82,2026-08-19
TXN690718,7614.2,2026-08-16
TXN410252,9275.23,2026-08-23
TXN817569,87686.63,2026-08-20
TXN292631,60830.94,2026-08-17
TXN353398,15298,2026-08-27
TXN170067,83883.02,2026-08-21
TXN528014,67521.89,2026-08-28
TXN938552,94713.7,2026-08-23
TXN549564,80528.16,2026-08-15
TXN425374,41352.18,2026-08-16
TXN263955,75841.78,2026-08-23
TXN793867,57881.94,2026-08-15
TXN629911,8603.66,2026-08-23
TXN823879,35802.23,2026-08-21
TXN144783,46799.98,2026-08-24
TXN383552,9864.99,2026-08-26
TXN258868,20427.34,2026-08-26
TXN795198,34850.71,2026-08-19
TXN508067,87523.8,2026-08-14
TXN491421,88506.67,2026-08-19
TXN623924,95281.77,2026-08-17
TXN102099,64002.32,2026-08-26
TXN285006,10105.79,2026-08-19
TXN905628,44064.24,2026-08-20
TXN691754,15442.79,2026-08-17
TXN716688,28265.4,2026-08-21
TXN389503,42923.09,2026-08-21
TXN377394,20306.28,2026-08-21
TXN274881,28186.44,2026-08-17
TXN829998,2800.33,2026-08-18
TXN389826,31882.69,2026-08-14
TXN416881,34480.58,2026-08-15
